genres
acid techno
acoustic pop
adult standards
agronejo
alternative dance
alternative hip hop
alternative metal
alternative rock
ambient
anime
anime rap
anti-folk
aor
arrocha
art pop
art rock
ballroom vogue
banda
bass house
bass music
bebop
bedroom pop
big room
blues
blues rock
bolero
boom bap
bossa nova
brazilian jazz
brega
britpop
brooklyn drill
ccm
chamber music
chicago drill
chillstep
chinese rock
choral
christian
christian alternative rock
christian hip hop
christian rock
christmas
classic rock
classical
classical piano
cloud rap
colombian pop
comedy
cool jazz
corrido
country rock
crunk
cumbia norteña
dance
dark r&b
darkwave
death metal
deathcore
deathrock
deathstep
disco
djent
doo-wop
doom metal
drift phonk
drill
drone metal
drum and bass
drumstep
dub
dubstep
east coast hip hop
ebm
edm
edm trap
electro
electro house
electroclash
electronic
electronica
emo
emo rap
eurodance
europop
experimental hip hop
folk
folk metal
folk punk
folk rock
forró
french house
frenchcore
funk rock
future bass
future house
g-funk
gabber
gangster rap
garage rock
glam metal
glam rock
glitch
gothic metal
gothic rock
groove metal
grunge
grupera
happy hardcore
hard bop
hard rock
hard techno
hardcore
hardcore hip hop
hardcore punk
hardcore techno
hardstyle
heavy metal
hi-nrg
hip hop
hip house
horror punk
house
hyperpop
hypertechno
hyphy
indie
indie folk
indie rock
industrial
industrial metal
industrial rock
italo dance
j-rock
jangle pop
japanese vgm
jazz
jazz blues
jazz funk
jazz rap
k-pop
latin alternative
latin jazz
latin pop
liquid funk
lo-fi
madchester
mariachi
math rock
mathcore
melbourne bounce
melodic bass
melodic death metal
melodic hardcore
melodic rap
melodic techno
metal
metalcore
midwest emo
minimal techno
mizrahi
modern blues
moombahton
motown
musicals
música mexicana
neo-psychedelic
neoclassical
new jack swing
new rave
new wave
new york drill
nightcore
noise rock
norteño
norwegian pop
nu metal
old school hip hop
opera
orchestra
phonk
piseiro
pop
pop punk
post-grunge
post-hardcore
post-punk
power metal
progressive house
progressive metal
progressive rock
progressive trance
proto-punk
psychedelic rock
psychobilly
psytrance
punk
queercore
r&b
rage rap
ranchera
rap
rap metal
rap rock
reggae
reggae rock
requiem
retro soul
riddim
rock
rock and roll
rock en español
rockabilly
roots rock
screamo
sertanejo
sertanejo universitário
shoegaze
singer-songwriter
ska
ska punk
skate punk
slap house
sludge metal
soft pop
soft rock
soul
soul jazz
soundtrack
southern hip hop
space music
speed metal
stoner metal
stoner rock
surf rock
symphonic metal
synthpop
tech house
techno
tekno
thrash metal
trance
trap
trap metal
trap soul
underground hip hop
villancicos
visual kei
vocal jazz
west coast hip hop
witch house
yacht rock
